dates,number_of_contributors,number_of_commits,number_of_new_contributors,number_of_contributor-domains,number_of_new_contributor-domains,number_of_open_PRs,number_of_closed_PRs,number_of_merged_PRs,number_of_open_issues,number_of_closed_issues,number_of_issue_comments,number_of_stargazers,number_of_forks
2016-01-01,26,255,8,10,4,23,4,16,26,20,239,15,9
2016-02-01,33,515,11,11,2,43,4,36,59,46,498,12,2
2016-03-01,33,717,7,10,2,58,10,50,78,67,629,14,2
2016-04-01,34,759,9,12,4,15,5,2,16,15,122,7,2
2016-05-01,31,609,1,9,1,0,2,0,2,2,30,7,0
2016-06-01,30,558,0,11,0,3,1,2,8,3,40,9,1
2016-07-01,32,496,4,10,1,3,0,0,6,20,94,72,3
2016-08-01,29,420,2,7,0,2,1,1,4,4,31,13,1
2016-09-01,31,654,3,9,0,5,6,2,7,8,65,10,0
2016-10-01,35,454,2,10,1,0,0,0,2,0,12,10,1
2016-11-01,32,596,3,8,1,0,3,0,2,5,27,13,2
2016-12-01,32,356,2,6,0,1,0,1,2,1,5,12,2
2017-01-01,32,423,4,5,0,1,0,0,3,3,18,32,2
2017-02-01,30,569,0,5,0,0,1,0,0,2,11,14,1
2017-03-01,31,477,1,4,0,0,0,0,1,0,14,17,2
2017-04-01,28,440,3,4,0,0,0,0,0,0,0,19,1
2017-05-01,43,418,9,5,0,2,1,0,3,2,14,35,4
2017-06-01,33,479,3,6,0,10,1,7,15,10,119,33,2
2017-07-01,43,558,8,6,1,3,0,6,7,8,79,27,2
2017-08-01,38,442,2,5,1,4,2,0,11,4,65,58,4
2017-09-01,35,410,2,3,0,1,0,1,6,4,30,71,1
2017-10-01,35,457,1,5,1,0,0,0,1,5,26,70,8
2017-11-01,37,455,1,5,0,5,1,3,6,4,48,73,4
2017-12-01,39,312,2,6,1,2,1,2,7,3,34,100,5
2018-01-01,45,592,3,6,1,8,3,3,21,25,250,196,13
2018-02-01,41,506,3,5,0,4,1,1,18,12,219,119,7
2018-03-01,50,675,3,7,1,11,9,5,17,21,215,81,14
2018-04-01,50,757,5,10,2,13,10,4,58,41,625,2871,98
2018-05-01,49,641,8,8,2,7,3,8,55,32,675,692,35
2018-06-01,55,639,2,7,0,17,3,8,62,43,597,416,26
2018-07-01,51,689,6,9,1,14,6,6,70,43,479,374,29
2018-08-01,45,587,6,6,1,13,3,6,70,39,689,343,26
2018-09-01,47,481,4,5,1,6,2,4,51,29,566,359,29
2018-10-01,51,639,3,7,1,9,6,2,70,32,508,341,28
2018-11-01,47,491,3,9,1,13,4,7,65,36,475,312,21
2018-12-01,40,383,1,6,0,12,3,5,56,31,497,313,16
2019-01-01,46,527,6,8,2,14,5,5,59,41,588,251,18
2019-02-01,48,669,4,8,1,16,5,11,68,71,765,257,18
2019-03-01,57,1051,5,11,1,23,11,11,108,94,892,439,24
2019-04-01,55,619,7,11,2,21,5,5,95,58,848,409,23
2019-05-01,51,708,1,6,1,19,14,21,127,97,1171,460,35
2019-06-01,47,562,2,7,0,29,6,11,105,52,793,285,26
2019-07-01,59,870,4,8,1,29,7,17,107,76,765,323,24
2019-08-01,53,715,2,7,1,25,4,11,87,60,564,372,27
2019-09-01,51,681,3,6,1,10,9,2,64,41,497,346,20
2019-10-01,60,1039,5,7,0,17,6,7,84,54,590,259,29
2019-11-01,62,748,8,7,0,25,7,10,109,54,832,398,38
2019-12-01,57,497,5,9,1,25,6,10,141,104,1097,320,27
2020-01-01,58,747,3,6,1,16,9,15,71,91,808,279,29
2020-02-01,57,632,4,7,0,20,12,8,81,67,836,219,30
2020-03-01,62,880,4,8,1,41,16,21,104,72,600,226,37
2020-04-01,72,778,7,6,1,43,11,26,114,97,826,255,33
2020-05-01,64,690,7,9,1,29,9,19,102,69,677,279,30
2020-06-01,69,652,7,8,1,34,6,26,110,76,727,253,22
2020-07-01,66,771,4,10,2,33,11,17,92,65,484,277,31
2020-08-01,57,551,3,7,1,29,12,16,88,81,555,211,20
